Total network energy = 2.60e+09 pJ
Total network latency = 6.42e+06 cycles
         233503864 function calls (233190351 primitive calls) in 125.067 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3263(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 sets.py:10(MatrixSet)
       14    0.000    0.000    0.000    0.000 _common.py:9(__init__)
        1    0.000    0.000    0.000    0.000 polar.py:516(_ThetaShift)
        1    0.000    0.000    0.000    0.000 mapping.py:136(<dictcomp>)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       22    0.000    0.000    0.000    0.000 core.py:3472(<genexpr>)
        1    0.000    0.000    0.000    0.000 boolalg.py:455(BooleanFunction)
        4    0.000    0.000    0.000    0.000 pythonmpq.py:194(__neg__)
        1    0.000    0.000    0.000    0.000 memoization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:583(PythonMPContext)
       26    0.000    0.000    0.000    0.000 core.py:4232(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:98(__subclasshook__)
        1    0.000    0.000    0.000    0.000 fancysets.py:291(ImageSet)
        6    0.000    0.000    0.000    0.000 quadrature.py:21(__init__)
        5    0.000    0.000    0.000    0.000 schema.py:302(__init__)
        1    0.000    0.000    0.000    0.000 VisualizationStage.py:13(VisualizationStage)
        4    0.000    0.000    0.000    0.000 libmpf.py:574(mpf_cmp)
        3    0.000    0.000    0.000    0.000 ctx_mp_python.py:602(make_mpc)
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        1    0.000    0.000    0.000    0.000 series.py:1978(ParametricSurfaceSeries)
       29    0.000    0.000    0.000    0.000 singleton.py:167(<lambda>)
        1    0.000    0.000    0.000    0.000 hyperbolic.py:996(ReciprocalHyperbolicFunction)
        1    0.000    0.000    0.000    0.000 coreviews.py:109(UnionAtlas)
        6    0.000    0.000    0.000    0.000 dataclasses.py:1052(<listcomp>)
       20    0.000    0.000    0.000    0.000 workload_factory.py:207(<lambda>)
       34    0.000    0.000    0.000    0.000 core.py:1924(recurse)
        1    0.000    0.000    0.000    0.000 utils.py:14(Extractor)
        1    0.000    0.000    0.000    0.000 indexed.py:124(Indexed)
        4    0.000    0.000    0.000    0.000 basic.py:2104(<genexpr>)
        1    0.000    0.000    0.000    0.000 assume.py:80(AppliedPredicate)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 synchronize.py:370(Barrier)
        2    0.000    0.000    0.000    0.000 reportviews.py:419(__init__)
       30    0.000    0.000    0.000    0.000 polyoptions.py:191(<genexpr>)
        6    0.000    0.000    0.000    0.000 Image.py:3627(register_mime)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1424(DraggableBase)
        1    0.000    0.000    0.000    0.000 bessel.py:106(besselj)
       18    0.000    0.000    0.000    0.000 validator.py:990(_normalize_default)
        6    0.000    0.000    0.000    0.000 configs.py:113(__iter__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:579(<listcomp>)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 stringpict.py:354(prettyForm)
        1    0.000    0.000    0.000    0.000 layer_attributes.py:139(LayerDimRelation)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 repmatrix.py:546(MutableRepMatrix)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
        1    0.000    0.000    0.000    0.000 colors.py:2326(LightSource)
        1    0.000    0.000    0.000    0.000 numpy.py:472(<dictcomp>)
       12    0.000    0.000    0.000    0.000 core.py:5706(postParse)
        1    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 kind.py:257(__init__)
        1    0.000    0.000    0.000    0.000 internet_as_graphs.py:71(AS_graph_generator)
        1    0.000    0.000    0.000    0.000 __init__.py:362(YAMLObject)
        1    0.000    0.000    0.000    0.000 csv.py:80(DictReader)
        1    0.000    0.000    0.000    0.000 reportviews.py:116(NodeView)
        7    0.000    0.000    0.000    0.000 memoization.py:4(recurrence_memo)
        1    0.000    0.000    0.000    0.000 __init__.py:351(EntryPoints)
        1    0.000    0.000    0.000    0.000 __init__.py:1402(_fixupChildren)
        1    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        2    0.000    0.000    0.000    0.000 _adapters.py:12(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       16    0.000    0.000    0.000    0.000 deprecation.py:174(__set_name__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1518(XMLParser)
        1    0.000    0.000    0.000    0.000 kind.py:97(__new__)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:18(_NestedSequence)
        1    0.000    0.000    0.000    0.000 graph.py:738(nodes)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
       22    0.000    0.000    0.000    0.000 workload_factory.py:205(<lambda>)
        1    0.000    0.000    0.000    0.000 ConvParser.py:15(ConvParser)
        1    0.000    0.000    0.000    0.000 extras.py:1785(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 error_functions.py:1483(li)
        2    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        1    0.000    0.000    0.000    0.000 DummyNode.py:6(DummyNode)
        2    0.000    0.000    0.000    0.000 schema.py:482(__init__)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 inverse.py:8(Inverse)
        1    0.000    0.000    0.000    0.000 polar.py:758(_WedgeBbox)
        3    0.000    0.000    0.000    0.000 ctx_base.py:458(memoize)
        3    0.000    0.000    0.000    0.000 core.py:104(do_one)
        1    0.000    0.000    0.000    0.000 Mapping.py:14(Mapping)
       15    0.000    0.000    0.000    0.000 validator.py:1277(<genexpr>)
        5    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        2    0.000    0.000    0.000    0.000 scale.py:702(get_scale_names)
        1    0.000    0.000    0.000    0.000 polyquinticconst.py:22(PolyQuintic)
        1    0.000    0.000    0.000    0.000 factorials.py:828(binomial)
        1    0.000    0.000    0.000    0.000 reportviews.py:590(MultiDegreeView)
        3    0.000    0.000    0.000    0.000 tokens.py:33(__init__)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 pathlib.py:787(parents)
       31    0.000    0.000    0.000    0.000 backend_bases.py:2748(destroy)
        1    0.000    0.000    0.000    0.000 error_functions.py:2191(Chi)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 colors.py:560(ColorConverter)
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        4    0.000    0.000    0.000    0.000 backends.py:599(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        2    0.000    0.000    0.000    0.000 results.py:436(__getattr__)
        1    0.000    0.000    0.000    0.000 zipfile.py:2330(Path)
        1    0.000    0.000    0.000    0.000 traceback.py:369(StackSummary)
        2    0.000    0.000    0.000    0.000 dataclasses.py:327(__set_name__)
        1    0.000    0.000    0.000    0.000 memory_level.py:14(ServedMemDimensions)
        1    0.000    0.000    0.000    0.000 hyper.py:866(HyperRep_power1)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:237(<lambda>)
        1    0.000    0.000    0.000    0.000 numbers.py:1329(genocchi)
        1    0.000    0.000    0.000    0.000 cm.py:83(__init__)
       15    0.000    0.000    0.000    0.000 results.py:455(<lambda>)
        1    0.000    0.000    0.000    0.000 error_functions.py:656(erf2)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 figure.py:70(_AxesStack)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 numbers.py:2740(Zero)
        1    0.000    0.000    0.000    0.000 polyoptions.py:74(Options)
        1    0.000    0.000    0.000    0.000 sets.py:819(ProductSet)
        1    0.000    0.000    0.000    0.000 text_format.py:1300(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:75(register)
        1    0.000    0.000    0.000    0.000 synchronize.py:217(Condition)
        1    0.000    0.000    0.000    0.000 spines.py:522(Spines)
        1    0.000    0.000    0.000    0.000 widgets.py:1536(RadioButtons)
        1    0.000    0.000    0.000    0.000 delta_functions.py:17(DiracDelta)
        1    0.000    0.000    0.000    0.000 numbers.py:2808(One)
        1    0.000    0.000    0.000    0.000 layer_node.py:103(LayerNodeAttributes)
        1    0.000    0.000    0.000    0.000 degree_seq.py:757(DegreeSequenceRandomGraph)
        1    0.000    0.000    0.000    0.000 planarity.py:768(PlanarEmbedding)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:564(polygamma)
       30    0.000    0.000    0.000    0.000 std.py:1301(<lambda>)
       22    0.000    0.000    0.000    0.000 symbol.py:785(<genexpr>)
        1    0.000    0.000    0.000    0.000 AcceleratorParserStage.py:13(AcceleratorParserStage)
        8    0.000    0.000    0.000    0.000 unicode.py:9(__init__)
        1    0.000    0.000    0.000    0.000 data_movement.py:122(DataMovePattern)
        1    0.000    0.000    0.000    0.000 axis.py:32(<listcomp>)
        1    0.000    0.000    0.000    0.000 numbers.py:3434(ComplexInfinity)
        2    0.000    0.000    0.000    0.000 facts.py:305(rules_beta)
        6    0.000    0.000    0.000    0.000 {built-in method math.frexp}
       17    0.000    0.000    0.000    0.000 enum.py:178(__init__)
        1    0.000    0.000    0.000    0.000 matplotlib.py:43(MatplotlibBackend)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
        1    0.000    0.000    0.000    0.000 errors.py:653(SchemaErrorHandler)
        4    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 reportviews.py:1321(OutMultiEdgeView)
        3    0.000    0.000    0.000    0.000 _index_tricks_impl.py:333(__init__)
        1    0.000    0.000    0.000    0.000 core.py:128(<listcomp>)
        1    0.000    0.000    0.000    0.000 ticker.py:199(Formatter)
        1    0.000    0.000    0.000    0.000 spherical_harmonics.py:15(Ynm)
       25    0.000    0.000    0.000    0.000 basic.py:178(__sympy__)
        7    0.000    0.000    0.000    0.000 _pytesttester.py:75(__init__)
        1    0.000    0.000    0.000    0.000 ctx_mp_python.py:163(__neg__)
        1    0.000    0.000    0.000    0.000 operational_array.py:47(MultiplierArray)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:234(<lambda>)
        1    0.000    0.000    0.000    0.000 pycode.py:415(ArrayPrinter)
        1    0.000    0.000    0.000    0.000 memory_port.py:26(MemoryPort)
        1    0.000    0.000    0.000    0.000 core.py:3432(White)
        1    0.000    0.000    0.000    0.000 relational.py:542(Equality)
        1    0.000    0.000    0.000    0.000 backend_tools.py:900(ToolHelpBase)
       27    0.000    0.000    0.000    0.000 singleton.py:127(__repr__)
        1    0.000    0.000    0.000    0.000 compositedomain.py:9(CompositeDomain)
        1    0.000    0.000    0.000    0.000 numbers.py:4052(ImaginaryUnit)
        1    0.000    0.000    0.000    0.000 errors.py:92(ValidationError)
        1    0.000    0.000    0.000    0.000 _util.py:18(DeferredError)
        1    0.000    0.000    0.000    0.000 rcsetup.py:142(_validate_date)
        1    0.000    0.000    0.000    0.000 blockmatrix.py:565(BlockDiagMatrix)
        1    0.000    0.000    0.000    0.000 slice.py:31(MatrixSlice)
        1    0.000    0.000    0.000    0.000 WorkloadStage.py:17(__init__)
        4    0.000    0.000    0.000    0.000 pretty_symbology.py:238(<lambda>)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:155(ChunkStream)
        5    0.000    0.000    0.000    0.000 enum_type_wrapper.py:32(__init__)
       10    0.000    0.000    0.000    0.000 timeutils.py:54(decorator)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:222(polylog)
       17    0.000    0.000    0.000    0.000 traceback.py:304(__len__)
        1    0.000    0.000    0.000    0.000 _trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 ndim_array.py:15(ArrayKind)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3273(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 numbers.py:1183(catalan)
        1    0.000    0.000    0.000    0.000 error_functions.py:1073(Ei)
        1    0.000    0.000    0.000    0.000 legend_handler.py:524(__init__)
        1    0.000    0.000    0.000    0.000 layer_attributes.py:57(LayerDimSizes)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 singularity_functions.py:14(SingularityFunction)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:790(items)
        1    0.000    0.000    0.000    0.000 ticker.py:2711(LogitLocator)
        2    0.000    0.000    0.000    0.000 __init__.py:764(__init__)
        1    0.000    0.000    0.000    0.000 temporal_mapping_generator_stage.py:15(TemporalMappingGeneratorStage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1109(OffsetImage)
        1    0.000    0.000    0.000    0.000 transforms.py:60(IntegralTransform)
        1    0.000    0.000    0.000    0.000 get_cacti_cost.py:6(CactiConfig)
        1    0.000    0.000    0.000    0.000 core.py:5050(DelimitedList)
        1    0.000    0.000    0.000    0.000 DNNWorkload.py:8(DNNWorkload)
        1    0.000    0.000    0.000    0.000 __init__.py:106(__version__)
        1    0.000    0.000    0.000    0.000 diophantine.py:1213(<setcomp>)
        2    0.000    0.000    0.000    0.000 validator.py:1262(_validate_forbidden)
       10    0.000    0.000    0.000    0.000 <frozen codecs>:331(getstate)
        1    0.000    0.000    0.000    0.000 parabola.py:20(Parabola)
        1    0.000    0.000    0.000    0.000 zeta_functions.py:585(dirichlet_eta)
        2    0.000    0.000    0.000    0.000 util.py:225(<listcomp>)
        1    0.000    0.000    0.000    0.000 patches.py:3202(_Base)
        1    0.000    0.000    0.000    0.000 _tricontour.py:8(TriContourSet)
        1    0.000    0.000    0.000    0.000 singleton.py:89(__init__)
        1    0.000    0.000    0.000    0.000 boolalg.py:201(BooleanAtom)
        1    0.000    0.000    0.000    0.000 encoder.py:352(EncodeVarint)
        1    0.000    0.000    0.000    0.000 immutable.py:82(ImmutableDenseMatrix)
        2    0.000    0.000    0.000    0.000 libmpf.py:884(python_mpf_mul)
        1    0.000    0.000    0.000    0.000 ticker.py:1480(PercentFormatter)
        1    0.000    0.000    0.000    0.000 graph.py:404(name)
        1    0.000    0.000    0.000    0.000 dviread.py:531(DviFont)
        1    0.000    0.000    0.000    0.000 mod.py:11(Mod)
        1    0.000    0.000    0.000    0.000 datatypes.py:10(OperandABC)
        1    0.000    0.000    0.000    0.000 permutation.py:9(PermutationMatrix)
        1    0.000    0.000    0.000    0.000 generate.py:26(Sieve)
        1    0.000    0.000    0.000    0.000 {method 'replace' of 'datetime.datetime' objects}
        1    0.000    0.000    0.000    0.000 beta_functions.py:20(beta)
        2    0.000    0.000    0.000    0.000 graph.py:59(__set__)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:476(Hyper_Function)
        1    0.000    0.000    0.000    0.000 hyperexpand.py:1347(ReduceOrder)
        1    0.000    0.000    0.000    0.000 dotproduct.py:6(DotProduct)
        1    0.000    0.000    0.000    0.000 hyper.py:918(HyperRep_log1)
        1    0.000    0.000    0.000    0.000 scale.py:754(<listcomp>)
        1    0.000    0.000    0.000    0.000 cost_model_imc.py:14(CostModelEvaluationForIMC)
        1    0.000    0.000    0.000    0.000 __config__.py:101(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:6762(__setattr__)
        1    0.000    0.000    0.000    0.000 abc.py:131(TraversableResources)
        1    0.000    0.000    0.000    0.000 numbers.py:3571(Exp1)
        1    0.000    0.000    0.000    0.000 hyper.py:978(HyperRep_asin2)
       20    0.000    0.000    0.000    0.000 mpelements.py:20(_set_mpf)
        1    0.000    0.000    0.000    0.000 Workload.py:19(topological_sort)
        2    0.000    0.000    0.000    0.000 parse.py:817(__getattr__)
        1    0.000    0.000    0.000    0.000 ticker.py:1131(LogitFormatter)
       15    0.000    0.000    0.000    0.000 validator.py:1286(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:150(Calendar)
        1    0.000    0.000    0.000    0.000 text_format.py:356(_Printer)
        1    0.000    0.000    0.000    0.000 sympy_parser.py:92(AppliedFunction)
        1    0.000    0.000    0.000    0.000 accelerator_factory.py:41(CoreFactory)
        1    0.000    0.000    0.000    0.000 bessel.py:282(bessely)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 integers.py:264(ceiling)
        1    0.000    0.000    0.000    0.000 galois_resolvents.py:47(Resolvent)
        1    0.000    0.000    0.000    0.000 registry.py:95(_backend_module_name)
        2    0.000    0.000    0.000    0.000 rcsetup.py:886(validate_hist_bins)
        1    0.000    0.000    0.000    0.000 polynomials.py:443(chebyshevt)
       11    0.000    0.000    0.000    0.000 _collections.py:24(<lambda>)
        1    0.000    0.000    0.000    0.000 _tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:396(__subclasshook__)
        3    0.000    0.000    0.000    0.000 events.py:37(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:674(TracebackException)
        1    0.000    0.000    0.000    0.000 text.py:1448(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 layer_attributes.py:183(LayerTemporalOrdering)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1788(C14NWriterTarget)
       12    0.000    0.000    0.000    0.000 matexpr.py:21(_sympifyit)
        1    0.000    0.000    0.000    0.000 boolalg.py:704(Or)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1060(digamma)
        4    0.000    0.000    0.000    0.000 encoder.py:482(_StructPackEncoder)
        7    0.000    0.000    0.000    0.000 getlimits.py:157(_register_type)
        1    0.000    0.000    0.000    0.000 function.py:153(FunctionClass)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:271(install_repl_displayhook)
        1    0.000    0.000    0.000    0.000 mapping.py:144(<dictcomp>)
        1    0.000    0.000    0.000    0.000 readers.py:15(FileReader)
        1    0.000    0.000    0.000    0.000 layer_attributes.py:25(LayerEquation)
        1    0.000    0.000    0.000    0.000 tarfile.py:339(_Stream)
        1    0.000    0.000    0.000    0.000 legend_handler.py:361(HandlerStepPatch)
        1    0.000    0.000    0.000    0.000 platform.py:735(_Processor)
        1    0.000    0.000    0.000    0.000 scale.py:499(AsinhScale)
        1    0.000    0.000    0.000    0.000 single.py:211(SingleODESolver)
        2    0.000    0.000    0.000    0.000 rcsetup.py:639(_validate_minor_tick_ndivs)
        1    0.000    0.000    0.000    0.000 libmpi.py:96(mpi_neg)
        1    0.000    0.000    0.000    0.000 special.py:10(ZeroMatrix)
        1    0.000    0.000    0.000    0.000 hyper.py:1087(HyperRep_cosasin)
        6    0.000    0.000    0.000    0.000 printer.py:386(print_function)
        1    0.000    0.000    0.000    0.000 kronecker.py:86(KroneckerProduct)
        4    0.000    0.000    0.000    0.000 sympify.py:18(__init__)
        1    0.000    0.000    0.000    0.000 fancysets.py:24(Rationals)
        1    0.000    0.000    0.000    0.000 dfm.py:18(DFM_dummy)
        1    0.000    0.000    0.000    0.000 collections.py:2221(PolyQuadMesh)
        2    0.000    0.000    0.000    0.000 cache.py:190(LazyFunction)
        3    0.000    0.000    0.000    0.000 matchhelpers.py:21(copyfunc)
        1    0.000    0.000    0.000    0.000 trigonometric.py:3426(atan2)
        5    0.000    0.000    0.000    0.000 zipfile.py:703(_check_compression)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 ONNXWorkload.py:10(ONNXWorkload)
        1    0.000    0.000    0.000    0.000 hyper.py:890(HyperRep_power2)
        1    0.000    0.000    0.000    0.000 image.py:861(AxesImage)
       21    0.000    0.000    0.000    0.000 boolalg.py:412(__bool__)
        1    0.000    0.000    0.000    0.000 coreviews.py:307(FilterAdjacency)
        1    0.000    0.000    0.000    0.000 __init__.py:99(version_info)
        1    0.000    0.000    0.000    0.000 pretty_symbology.py:192(<listcomp>)
        1    0.000    0.000    0.000    0.000 extensions.py:219(MonogenicFiniteExtension)
        1    0.000    0.000    0.000    0.000 gexf.py:274(GEXFWriter)
        1    0.000    0.000    0.000    0.000 hyper.py:1109(HyperRep_sinasin)
        1    0.000    0.000    0.000    0.000 helper.py:1612(<dictcomp>)
        1    0.000    0.000    0.000    0.000 constructor.py:482(FullConstructor)
        1    0.000    0.000    0.000    0.000 tz.py:1475(GettzFunc)
        1    0.000    0.000    0.000    0.000 error_functions.py:2308(FresnelIntegral)
        1    0.000    0.000    0.000    0.000 transforms.py:2464(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 Accelerator.py:5(Accelerator)
        1    0.000    0.000    0.000    0.000 layout_engine.py:27(LayoutEngine)
        7    0.000    0.000    0.000    0.000 _axes.py:47(_make_axes_method)
        1    0.000    0.000    0.000    0.000 hyper.py:1062(HyperRep_log2)
        1    0.000    0.000    0.000    0.000 bessel.py:1665(airyaiprime)
        1    0.000    0.000    0.000    0.000 polynomials.py:773(legendre)
        1    0.000    0.000    0.000    0.000 zipfile.py:816(ZipExtFile)
        1    0.000    0.000    0.000    0.000 utils.py:183(DisableOnWriteError)
        1    0.000    0.000    0.000    0.000 ImageFile.py:352(StubHandler)
        2    0.000    0.000    0.000    0.000 traceback.py:261(__init__)
       13    0.000    0.000    0.000    0.000 decoder.py:162(_SimpleDecoder)
        1    0.000    0.000    0.000    0.000 transpose.py:5(Transpose)
        1    0.000    0.000    0.000    0.000 type_checkers.py:104(__init__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:675(TextArea)
        4    0.000    0.000    0.000    0.000 serialization.py:57(<dictcomp>)
        3    0.000    0.000    0.000    0.000 resolver.py:21(__init__)
        1    0.000    0.000    0.000    0.000 complexes.py:696(arg)
        1    0.000    0.000    0.000    0.000 socket.py:663(SocketIO)
        4    0.000    0.000    0.000    0.000 memory_level.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 hyper.py:959(HyperRep_asin1)
        1    0.000    0.000    0.000    0.000 zipfile.py:2246(CompleteDirs)
        1    0.000    0.000    0.000    0.000 solvers.py:23(RawMatrix)
        1    0.000    0.000    0.000    0.000 descriptor.py:298(Descriptor)
        1    0.000    0.000    0.000    0.000 cbook.py:570(Stack)
        1    0.000    0.000    0.000    0.000 polynomials.py:1006(hermite)
        1    0.000    0.000    0.000    0.000 __init__.py:923(PathDistribution)
        1    0.000    0.000    0.000    0.000 series.py:1289(LineOver1DRangeSeries)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 facts.py:135(apply_beta_to_alpha_route)
        1    0.000    0.000    0.000    0.000 traceback.py:244(FrameSummary)
        1    0.000    0.000    0.000    0.000 indexed.py:580(Idx)
        1    0.000    0.000    0.000    0.000 pathlib.py:777(parent)
        1    0.000    0.000    0.000    0.000 immutable.py:140(ImmutableSparseMatrix)
        1    0.000    0.000    0.000    0.000 request.py:426(OpenerDirector)
        1    0.000    0.000    0.000    0.000 textpath.py:293(TextPath)
        2    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.000    0.000 hadamard.py:41(HadamardProduct)
        1    0.000    0.000    0.000    0.000 miscellaneous.py:683(Max)
        2    0.000    0.000    0.000    0.000 pretty_symbology.py:175(<lambda>)
        1    0.000    0.000    0.000    0.000 fancysets.py:166(Integers)
       25    0.000    0.000    0.000    0.000 polyoptions.py:193(<genexpr>)
        1    0.000    0.000    0.000    0.000 tensor_functions.py:42(LeviCivita)
        1    0.000    0.000    0.000    0.000 formal.py:964(Coeff)
        1    0.000    0.000    0.000    0.000 polynomials.py:1210(laguerre)
        1    0.000    0.000    0.000    0.000 exploit_data_locality_stages.py:275(ExploitInterLayerDataLocalityStage)
        1    0.000    0.000    0.000    0.000 reportviews.py:974(MultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:398(uppergamma)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:232(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 __init__.py:1308(__init__)
        3    0.000    0.000    0.000    0.000 rszeta.py:54(__init__)
        3    0.000    0.000    0.000    0.000 composer.py:13(__init__)
        1    0.000    0.000    0.000    0.000 quadrature.py:260(TanhSinh)
        3    0.000    0.000    0.000    0.000 __init__.py:506(<genexpr>)
        1    0.000    0.000    0.000    0.000 numbers.py:2859(NegativeOne)
        1    0.000    0.000    0.000    0.000 reportviews.py:1039(OutEdgeView)
        1    0.000    0.000    0.000    0.000 modules.py:44(Module)
        1    0.000    0.000    0.000    0.000 sets.py:2157(SymmetricDifference)
        1    0.000    0.000    0.000    0.000 __init__.py:467(SelectableGroups)
        1    0.000    0.000    0.000    0.000 elliptic_integrals.py:188(elliptic_e)
       18    0.000    0.000    0.000    0.000 errors.py:418(start)
        1    0.000    0.000    0.000    0.000 CostModelStage.py:16(CostModelStage)
       12    0.000    0.000    0.000    0.000 inverselaplace.py:17(__init__)
        1    0.000    0.000    0.000    0.000 error_functions.py:2691(_erfs)
        6    0.000    0.000    0.000    0.000 results.py:261(__len__)
        3    0.000    0.000    0.000    0.000 events.py:55(__init__)
        1    0.000    0.000    0.000    0.000 port_activity.py:5(PortActivity)
        1    0.000    0.000    0.000    0.000 polynomials.py:1108(hermite_prob)
        1    0.000    0.000    0.000    0.000 reportviews.py:1047(__setstate__)
        1    0.000    0.000    0.000    0.000 save_stages.py:18(CompleteSaveStage)
        1    0.000    0.000    0.000    0.000 dates.py:1133(RRuleLocator)
        1    0.000    0.000    0.000    0.000 permutation.py:168(MatrixPermute)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
       14    0.000    0.000    0.000    0.000 reportviews.py:205(__call__)
        1    0.000    0.000    0.000    0.000 graphml.py:383(GraphML)
        1    0.000    0.000    0.000    0.000 ticker.py:1774(LinearLocator)
        1    0.000    0.000    0.000    0.000 special.py:174(GenericIdentity)
        1    0.000    0.000    0.000    0.000 polynomials.py:561(chebyshevu)
        1    0.000    0.000    0.000    0.000 linalg.py:108(LinearAlgebraMethods)
        1    0.000    0.000    0.000    0.000 core.py:129(<listcomp>)
        2    0.000    0.000    0.000    0.000 dataclasses.py:846(<listcomp>)
        5    0.000    0.000    0.000    0.000 expr.py:150(_hashable_content)
        1    0.000    0.000    0.000    0.000 colors.py:1459(TwoSlopeNorm)
       12    0.000    0.000    0.000    0.000 symbol.py:770(literal)
        1    0.000    0.000    0.000    0.000 expr.py:3958(AtomicExpr)
        1    0.000    0.000    0.000    0.000 font_manager.py:311(FontEntry)
        1    0.000    0.000    0.000    0.000 numbers.py:1635(divisor_sigma)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 colors.py:1881(SymLogNorm)
